1	race	age	engnat	gender	hand	source	country	E1	E2	E3	E4	E5	E6	E7	E8	E9	E10	N1	N2	N3	N4	N5	N6	N7	N8	N9	N10	A1	A2	A3	A4	A5	A6	A7	A8	A9	A10	C1	C2	C3	C4	C5	C6	C7	C8	C9	C10	O1	O2	O3	O4	O5	O6	O7	O8	O9	O10
120	3	21	1	2	1	2	US	3	2	3	2	4	3	2	4	2	4	4	2	4	4	2	3	2	2	3	2	1	5	1	5	1	5	1	5	5	3	4	4	4	2	4	2	4	1	4	3	3	3	4	4	2	3	4	2	3	2
121	3	59	1	1	1	1	IE	1	4	4	2	4	2	3	2	4	2	1	4	2	5	2	2	1	1	3	1	1	4	1	4	1	5	1	4	4	3	3	1	2	1	3	2	3	3	4	4	5	3	5	1	5	1	3	5	4	5
122	3	30	1	2	1	2	US	4	2	5	2	4	1	4	1	4	2	2	3	2	5	2	2	1	2	1	1	2	5	1	4	1	3	1	4	3	4	4	2	5	1	4	1	3	1	3	4	5	1	5	1	5	1	5	5	4	5
123	3	37	1	2	1	1	US	5	1	5	1	5	1	3	4	5	1	1	1	3	4	5	5	5	4	5	1	3	3	3	2	5	1	5	2	2	5	1	4	1	4	2	5	2	1	3	5	4	4	1	4	5	5	5	4	5	5
124	11	27	2	2	1	1	NZ	2	4	3	4	3	4	2	3	2	3	5	3	5	2	2	3	4	4	4	5	2	4	2	4	2	4	2	5	4	4	3	4	3	4	3	2	3	2	3	4	4	2	4	2	3	1	3	3	4	4
125	6	41	1	2	2	2	US	2	3	3	4	2	3	2	5	1	5	4	2	4	3	2	4	4	4	4	2	1	4	2	4	2	4	3	4	4	3	5	1	5	1	3	1	5	1	5	5	3	3	3	4	4	3	4	3	4	3
126	3	18	1	1	1	1	GB	4	2	5	2	3	3	4	2	5	4	3	4	3	2	5	1	3	1	4	2	4	3	5	2	4	2	3	3	3	5	3	4	4	3	2	4	2	3	2	3	3	2	5	2	3	1	4	4	4	5
127	3	21	1	2	1	1	US	3	2	3	2	4	2	4	2	4	3	5	2	5	2	3	4	4	4	4	2	2	4	3	5	2	4	2	4	4	4	2	4	4	5	2	4	3	3	2	3	3	2	4	2	4	2	3	4	4	4
128	6	15	1	2	1	1	US	5	3	5	4	3	2	3	5	1	1	3	5	5	2	3	1	3	2	3	1	1	3	1	5	1	5	2	5	5	5	4	4	5	2	3	1	5	3	5	5	4	1	4	2	4	1	5	4	3	4
129	3	18	2	2	1	1	BR	2	1	1	4	4	1	1	3	4	5	5	1	4	4	4	4	5	5	5	4	3	2	3	3	3	3	3	2	4	3	3	5	4	3	3	3	3	2	3	4	5	1	5	2	5	2	4	5	5	5
130	3	20	1	1	2	1	GB	4	1	5	2	5	1	4	3	3	2	1	4	4	3	4	1	2	1	2	2	2	5	3	5	3	3	1	4	4	4	3	2	4	4	3	2	3	2	2	3	4	2	4	2	5	1	4	4	5	4
131	13	35	1	1	1	1	US	5	1	5	1	5	1	5	4	4	1	1	5	5	5	3	1	1	1	2	1	1	5	1	5	1	4	1	5	5	5	4	3	4	2	3	1	5	1	5	5	4	2	5	1	5	1	5	4	5	5
132	3	24	1	2	1	1	GB	2	2	2	4	3	2	3	4	1	3	4	2	4	2	2	3	3	3	4	4	2	3	3	3	3	3	3	2	3	2	1	4	3	4	1	4	2	4	1	3	4	2	4	3	3	1	3	3	4	3
133	3	33	1	2	1	1	US	5	1	4	1	5	2	5	4	4	2	5	2	4	3	4	4	5	4	4	4	1	5	1	5	1	4	1	4	4	2	1	3	3	3	4	2	5	1	4	2	5	1	3	1	4	2	4	4	5	4
134	1	20	2	2	1	1	PH	3	5	2	5	2	1	1	5	2	5	3	3	4	3	2	2	3	2	3	3	2	3	3	3	2	3	2	4	2	2	3	3	4	2	2	2	4	2	4	3	3	1	4	2	3	2	3	2	4	3
135	3	59	1	2	1	1	US	1	2	4	4	4	2	3	5	3	3	2	4	1	4	2	2	3	1	2	1	1	4	3	4	2	5	2	5	4	4	4	2	4	1	4	2	4	1	2	4	4	3	3	2	4	3	4	4	4	3
136	3	19	1	2	2	1	CA	5	2	5	1	5	1	3	1	5	1	4	3	5	2	2	2	2	2	5	1	1	3	2	3	3	4	2	5	4	4	2	4	4	4	2	2	3	3	3	3	5	2	5	3	3	1	3	4	5	4
137	13	26	2	1	1	1	BR	2	2	2	2	2	2	2	2	4	4	3	3	4	2	3	4	4	4	4	2	3	3	4	3	3	2	3	3	4	2	4	4	4	3	4	4	3	2	4	4	5	2	5	1	5	1	4	3	5	5
138	3	24	2	2	1	1	CA	3	1	4	3	4	1	2	3	1	5	3	5	3	1	1	2	1	1	4	1	1	3	2	5	4	5	2	5	5	5	5	5	5	1	3	4	4	3	5	5	2	4	5	3	5	1	5	1	5	4
139	3	31	1	2	1	2	US	5	1	5	1	5	1	5	1	5	1	4	3	4	2	5	4	4	4	4	4	2	5	3	5	1	5	1	4	4	5	3	5	3	3	1	5	3	1	3	3	3	2	5	2	3	1	5	3	2	5
140	3	30	1	2	1	1	US	1	2	3	4	3	1	1	4	4	3	4	2	5	1	5	2	3	1	2	2	1	5	3	5	1	5	1	4	5	5	2	4	3	5	1	5	2	4	1	1	5	1	5	1	4	1	4	1	5	5
141	5	18	1	2	1	1	US	1	2	2	5	2	1	1	5	2	5	4	3	5	1	1	4	4	2	5	5	4	3	5	2	3	1	5	3	2	2	4	2	5	3	2	1	5	3	3	4	2	2	4	1	1	2	3	2	5	3
142	13	24	1	2	1	5	US	3	1	4	3	3	1	2	4	3	5	4	4	5	2	3	3	3	1	4	2	1	4	1	4	2	4	1	5	4	5	5	1	5	1	4	1	5	2	5	5	4	1	5	1	5	1	4	4	4	4
143	13	13	0	2	1	1	US	4	2	5	2	4	1	5	3	3	2	2	4	3	3	3	2	3	4	2	1	1	5	1	5	1	4	1	4	5	4	4	1	5	2	5	3	5	1	4	5	5	1	5	1	5	1	5	5	5	5
144	3	19	1	2	1	1	US	3	2	5	2	5	2	4	3	4	2	3	4	3	3	2	1	2	2	2	3	1	5	2	5	1	4	2	5	5	4	3	5	2	4	2	4	2	2	2	2	4	2	3	2	3	3	4	3	3	4
145	11	20	1	2	1	2	US	2	3	2	4	2	4	4	3	2	5	5	1	5	1	4	3	5	4	2	4	4	2	4	2	4	4	2	2	1	4	4	2	4	4	2	2	3	2	2	4	4	3	4	1	4	2	4	4	4	4
146	11	13	1	2	1	1	US	3	1	4	2	4	1	4	4	4	2	2	2	5	4	4	4	3	4	4	2	1	4	1	5	2	4	2	4	5	2	4	2	4	4	5	2	4	2	4	5	4	2	4	2	5	2	4	4	4	4
147	13	16	1	2	1	2	US	4	1	3	2	5	1	5	2	3	4	4	4	2	3	3	3	5	5	3	4	3	2	1	3	5	2	3	4	1	3	1	4	2	1	3	5	3	3	1	3	2	3	4	3	4	1	3	3	5	5
148	3	17	1	2	1	1	AU	1	1	5	4	5	1	1	4	1	2	1	5	4	2	1	3	2	1	1	2	1	5	1	5	1	5	1	5	5	5	2	4	5	1	2	4	2	2	1	5	5	1	5	1	5	1	5	4	5	1
149	3	27	1	2	1	1	US	3	1	5	1	5	2	5	2	4	2	3	4	2	1	1	3	2	2	2	3	3	5	3	4	1	4	2	4	4	4	2	2	2	2	2	2	2	3	3	2	4	1	4	3	4	2	4	4	2	3
150	3	20	1	2	1	5	US	1	3	4	2	4	2	2	3	2	4	4	4	4	1	1	2	3	2	2	4	1	4	2	4	1	4	2	3	4	4	2	3	3	2	5	2	4	2	4	4	5	2	5	2	3	1	4	5	5	4
151	9	44	2	2	1	1	JP	2	1	3	3	4	2	4	2	4	4	4	2	2	5	4	4	2	2	2	1	2	4	1	5	2	3	2	3	4	4	2	2	2	2	2	5	1	2	4	5	4	3	3	1	3	2	4	4	2	3
152	3	21	1	2	1	1	CA	4	1	4	2	4	1	5	2	5	2	4	3	4	2	3	4	4	4	4	3	2	4	2	4	1	5	1	4	4	4	3	4	2	3	2	4	3	3	2	3	4	3	3	4	3	3	3	3	2	2
153	3	21	1	2	1	2	CA	3	2	4	2	5	2	4	4	2	2	3	4	4	3	2	4	2	2	3	2	2	5	1	4	1	3	1	4	5	4	5	3	4	2	4	3	5	2	4	5	5	2	3	1	4	2	5	4	4	4
154	4	23	2	1	1	1	IN	2	4	4	4	3	4	1	2	4	4	3	4	4	4	2	2	2	2	1	2	4	5	1	3	2	5	2	5	4	4	4	5	2	2	2	4	4	1	4	2	2	2	2	1	4	2	4	1	4	4
155	13	24	1	2	1	1	US	1	2	1	5	3	5	1	5	1	5	5	3	5	1	5	5	4	3	5	5	4	2	4	4	5	3	5	3	5	5	4	1	5	4	5	1	4	1	4	4	4	5	5	5	4	1	4	5	5	5
156	1	39	1	1	1	1	CA	2	4	2	4	4	2	4	5	3	3	2	3	4	1	4	2	3	2	3	4	2	4	1	4	2	4	2	2	3	4	3	2	2	2	2	2	4	1	3	2	4	1	4	1	4	1	4	1	5	4
157	3	45	1	2	1	2	US	1	4	2	4	2	2	1	5	1	5	4	3	4	2	3	3	3	3	1	4	1	5	1	4	2	5	1	5	3	2	4	5	5	4	4	5	3	1	3	4	5	1	3	3	5	1	5	5	4	4
158	3	45	1	2	2	5	US	3	1	5	1	5	1	5	2	4	1	3	4	3	4	2	3	2	2	4	1	1	5	2	5	1	5	1	5	4	4	3	5	3	1	1	4	2	3	1	2	4	1	3	2	3	2	4	3	5	3
159	1	20	1	1	1	1	US	3	2	5	2	5	1	5	2	5	1	2	3	4	2	1	1	1	1	1	2	1	5	1	5	1	4	1	5	5	5	3	3	5	1	3	4	4	1	4	5	5	1	5	1	5	1	4	5	5	5
160	13	21	1	2	1	1	US	2	4	2	5	3	3	3	3	3	3	5	2	5	1	4	4	4	4	5	4	2	3	3	4	3	3	3	3	3	3	3	5	4	5	3	3	5	2	5	3	3	3	5	3	3	3	3	3	3	4
161	1	23	2	2	1	2	ID	2	1	3	4	2	2	3	2	2	2	3	3	3	3	4	2	4	4	3	2	2	4	2	4	2	5	2	5	4	4	5	2	4	2	4	3	4	2	5	3	4	3	5	3	4	1	4	1	4	4
162	9	23	2	2	1	1	PH	2	2	5	1	4	2	4	1	4	1	4	2	5	4	1	4	2	2	4	1	1	5	1	5	1	5	1	1	5	5	5	4	4	1	4	1	5	2	5	4	4	1	5	1	5	1	5	4	5	5
163	3	22	1	2	1	1	US	1	5	3	5	1	5	1	5	1	5	5	3	5	2	3	5	4	2	3	2	1	2	1	5	2	5	3	5	4	3	1	5	4	5	2	5	3	3	1	2	3	3	5	1	4	1	3	1	5	4
164	3	16	1	2	1	1	US	4	2	5	2	5	2	5	3	5	3	4	5	4	2	4	4	4	3	3	3	1	5	3	4	3	4	1	5	5	5	3	3	4	3	4	3	3	3	4	3	5	1	4	1	5	1	5	5	4	5
165	3	20	1	1	1	5	AU	4	1	5	2	5	1	2	2	4	4	3	4	2	2	2	1	3	2	3	4	1	4	4	5	2	4	1	4	5	5	2	5	2	4	1	4	2	2	1	2	5	1	5	3	3	1	4	5	5	5
166	1	33	2	2	1	1	IN	2	4	4	4	4	2	4	4	2	4	1	4	2	4	2	2	2	2	2	2	5	4	1	5	2	4	2	4	4	5	4	2	4	1	4	2	4	2	4	4	4	1	2	1	4	2	4	3	4	4
167	13	17	1	2	1	1	AU	4	2	3	3	4	3	3	4	3	4	4	4	4	2	5	2	5	4	3	4	1	5	1	4	1	4	2	4	4	4	2	5	5	4	1	5	1	3	2	3	3	4	5	1	3	2	2	4	5	4
168	11	17	1	0	1	1	CA	1	3	3	3	2	3	1	4	3	4	3	3	4	2	2	3	3	2	4	2	1	4	4	3	2	3	2	3	3	3	3	3	4	2	1	4	4	3	4	4	4	2	5	1	4	1	4	4	3	5
169	3	20	1	2	1	5	US	2	2	4	3	4	2	2	4	2	2	5	2	5	1	4	5	5	4	5	4	1	5	3	5	1	5	1	5	4	4	4	4	4	3	3	3	4	2	4	4	3	2	4	1	3	2	4	3	5	4
170	1	59	1	2	1	1	US	1	5	3	5	1	5	1	1	1	5	1	5	1	5	1	1	1	1	1	1	4	4	1	3	4	4	2	4	2	4	1	4	2	1	2	2	3	2	1	2	4	3	5	3	4	1	3	2	4	4
171	3	25	1	1	1	2	CA	5	1	4	3	5	1	4	4	4	3	1	5	3	5	2	2	2	1	2	2	1	5	1	5	1	5	1	5	5	5	4	5	4	4	4	3	4	1	5	4	4	1	5	2	5	1	5	4	4	5
172	3	18	1	2	1	1	AU	1	3	1	5	1	3	1	1	1	5	5	3	5	1	1	3	4	3	5	4	2	2	5	2	1	1	3	2	1	3	4	1	4	3	2	1	4	3	3	3	4	2	5	3	3	1	3	4	3	5
173	1	27	2	1	1	1	US	1	4	3	4	3	3	3	3	2	5	3	5	5	1	5	4	3	3	4	5	1	5	2	4	3	4	3	5	4	5	3	5	4	4	2	3	3	3	3	3	3	2	4	1	4	2	5	2	5	4
174	3	24	1	2	1	1	CA	3	4	2	2	1	3	4	3	2	5	3	3	4	1	1	3	5	4	5	4	2	4	4	4	3	3	4	3	5	3	2	4	4	3	1	4	1	3	3	3	3	2	3	1	3	3	3	5	5	3
175	3	29	1	1	3	1	US	5	1	5	3	5	1	4	1	5	1	1	5	5	5	1	1	1	1	1	1	1	5	1	4	1	5	1	4	5	5	5	1	5	1	5	1	5	1	1	5	5	1	5	1	5	1	5	5	5	5
176	3	16	1	2	3	1	US	2	5	3	5	3	2	1	4	4	4	1	4	2	5	1	1	2	1	1	2	5	3	3	2	3	2	4	4	3	5	5	2	4	1	4	2	4	1	4	3	4	2	4	2	4	2	3	3	4	4
177	11	29	1	1	1	2	US	2	4	3	5	4	4	3	4	3	5	2	4	4	2	2	2	2	1	3	3	1	4	4	5	3	3	3	3	4	3	3	3	4	2	4	2	3	4	4	4	5	1	4	1	3	2	4	3	5	4
178	13	33	2	2	1	2	US	2	2	2	4	5	1	1	5	2	5	5	1	5	2	5	5	4	5	5	3	1	3	2	4	1	5	2	4	4	3	3	1	2	3	1	4	5	5	1	1	4	3	5	2	5	1	1	1	5	5
179	4	21	2	1	1	1	IN	4	2	4	4	2	2	3	2	5	5	3	3	4	4	3	2	4	4	3	1	4	4	1	4	2	5	2	4	5	2	3	2	4	2	4	3	4	1	3	4	4	2	4	1	5	1	5	3	4	4
180	3	26	1	1	1	3	US	3	3	4	3	4	2	2	4	3	4	4	4	4	2	3	3	3	3	3	2	1	4	2	4	3	3	3	4	3	4	4	2	4	3	3	2	4	2	3	4	5	1	5	4	4	1	4	4	4	4
181	11	21	2	1	1	1	IN	1	2	2	2	3	4	2	4	4	5	2	4	3	3	2	4	4	4	2	3	3	4	2	4	2	4	3	3	3	3	2	4	4	4	2	4	1	3	2	2	1	2	4	1	4	2	4	1	4	5
182	4	26	2	2	1	1	IN	3	2	5	3	4	4	2	2	5	2	3	3	2	4	3	3	3	3	3	2	2	2	1	4	3	4	2	4	4	5	3	2	4	2	4	2	1	1	4	3	4	1	5	1	4	1	5	3	3	5
183	3	14	1	1	1	1	US	3	2	3	2	5	1	3	2	5	3	4	5	5	5	2	2	5	3	4	1	4	3	5	1	4	4	4	2	2	2	4	5	2	1	1	5	2	4	1	5	5	1	5	1	5	1	5	5	4	5
184	1	13	1	1	1	1	US	1	4	3	5	3	5	1	4	3	5	5	3	5	1	5	5	5	5	5	5	5	3	4	2	4	3	5	3	2	3	4	2	4	3	1	3	4	5	3	3	3	3	5	3	3	1	4	3	5	4
185	3	30	2	1	1	1	SE	4	3	5	1	5	1	5	1	5	1	1	5	1	5	4	1	3	1	4	1	2	5	1	5	3	4	1	4	5	5	5	5	5	2	1	5	4	3	1	4	4	1	5	1	5	1	5	4	5	5
186	3	27	1	1	1	1	US	3	5	2	5	4	4	3	5	1	5	5	2	5	1	4	4	4	4	5	5	2	4	4	4	2	5	2	3	4	4	2	4	4	3	2	3	4	2	3	5	4	2	4	3	5	2	5	4	5	4
187	3	17	1	1	1	1	US	2	4	2	4	3	2	2	4	3	4	5	2	5	1	4	4	5	5	5	5	2	4	4	4	2	4	2	4	4	1	2	4	4	4	2	3	4	4	3	4	5	1	5	1	5	1	5	5	4	5
188	13	17	1	2	1	5	US	5	2	5	1	5	2	5	5	3	2	3	3	3	3	3	3	3	3	3	2	4	4	2	3	1	3	1	4	3	3	3	2	3	1	5	2	4	2	2	2	3	2	3	2	3	2	5	2	4	3
189	11	19	1	2	1	1	AU	3	2	4	3	3	4	2	4	2	4	1	4	2	5	3	3	3	2	3	2	2	4	2	4	2	4	3	2	3	3	3	4	4	1	2	4	4	3	2	4	4	1	2	2	3	4	4	3	4	3
190	0	18	1	1	1	1	US	1	5	4	5	1	2	1	4	3	5	3	5	3	2	4	1	1	1	3	3	5	3	4	1	3	1	2	2	1	2	2	5	5	3	1	3	4	4	3	3	5	1	3	1	4	2	5	5	5	5
191	11	23	2	2	1	1	MY	1	4	2	3	4	4	1	4	2	3	5	3	2	3	4	3	3	2	3	3	2	3	2	4	2	5	3	3	4	3	3	3	3	3	3	2	3	1	5	3	2	4	4	3	3	4	3	2	5	2
192	1	20	2	2	1	1	IN	5	1	5	3	1	5	1	1	5	5	5	1	1	5	5	1	2	1	1	1	5	5	1	5	5	5	1	5	5	5	1	1	5	5	1	5	1	5	4	5	1	1	5	2	3	5	4	1	1	4
193	11	19	2	2	1	2	MY	4	3	3	3	3	3	4	4	3	1	4	4	4	2	4	5	5	3	4	3	1	4	1	4	4	5	3	5	4	5	3	5	3	4	3	5	2	1	3	4	2	3	4	3	5	2	5	3	2	4
194	13	23	2	1	1	1	IN	4	3	4	2	4	2	3	2	4	4	1	3	3	3	2	2	4	4	2	3	5	4	1	5	2	4	2	5	4	4	3	2	4	2	5	2	4	2	4	3	3	2	4	2	4	2	4	2	4	4
195	13	14	1	1	1	1	US	1	5	3	5	1	5	3	5	1	4	2	3	3	4	3	3	4	4	4	1	4	2	4	1	5	2	4	2	1	3	3	3	5	4	2	3	3	3	3	3	4	4	5	3	4	1	4	3	3	5
196	4	18	1	1	1	1	IN	1	5	4	4	1	5	3	4	5	5	3	5	5	5	5	3	3	3	4	5	4	4	2	4	2	4	2	3	4	3	2	3	5	4	2	2	2	4	1	4	4	2	4	1	4	2	2	3	5	5
197	1	18	1	2	1	1	US	4	2	5	3	5	3	5	1	5	2	1	5	1	3	4	1	2	1	2	3	3	5	4	4	2	4	2	4	5	5	2	4	2	5	1	3	2	5	1	1	4	4	5	3	2	1	3	3	4	3
198	5	16	2	1	1	1	KW	2	4	3	4	1	4	2	4	1	4	4	2	5	4	4	4	3	2	4	3	2	3	4	2	2	2	4	4	2	4	2	2	4	3	2	3	4	2	1	4	4	4	4	4	3	2	3	3	4	4
199	0	23	1	2	1	1	OM	3	2	4	2	3	2	2	1	5	5	2	4	4	2	1	4	5	1	1	3	4	4	1	4	2	5	2	5	5	5	5	3	5	2	3	5	3	3	5	5	2	3	4	3	4	1	3	2	3	3
200	4	22	2	2	1	1	IN	5	1	5	3	5	2	5	2	3	2	3	3	3	3	3	3	2	2	2	3	5	5	1	5	2	5	1	5	5	4	5	4	5	2	3	1	3	3	5	3	2	3	3	3	3	3	5	2	3	3
201	11	19	1	1	1	1	US	1	5	2	5	2	4	1	5	1	5	2	4	2	4	2	2	2	1	2	1	3	4	1	4	3	3	3	4	4	4	3	4	3	2	2	5	3	2	3	3	4	3	5	1	5	1	3	4	5	5
202	13	21	2	1	1	1	US	3	2	3	2	3	3	3	5	2	3	3	3	5	4	2	4	3	3	3	3	1	4	3	4	1	4	2	4	4	3	4	4	5	3	3	2	5	2	2	5	3	2	4	2	3	5	4	4	4	5
203	11	19	2	1	1	1	MY	1	5	1	5	1	5	1	5	1	5	5	1	5	2	5	5	4	4	1	3	5	1	1	3	5	5	5	1	1	3	3	5	3	3	3	5	3	4	2	3	3	3	5	5	1	3	3	2	5	1
204	10	14	1	1	2	1	AU	1	3	5	1	3	4	3	5	5	5	3	5	5	5	5	5	3	2	4	3	5	5	5	5	1	5	3	3	5	4	1	3	3	5	3	5	3	3	3	3	4	5	4	3	3	1	3	3	3	4
205	3	39	1	2	2	1	AU	5	1	5	1	5	1	5	2	5	1	5	2	5	2	4	3	5	4	5	4	1	5	3	5	1	5	1	5	5	5	3	4	4	3	4	3	4	1	3	4	4	1	5	2	5	1	5	1	5	5
206	3	26	2	1	1	5	DK	1	5	2	3	1	3	1	5	3	5	1	1	5	1	1	1	5	1	1	1	3	3	3	5	3	5	3	5	4	1	3	1	5	3	3	1	5	2	3	5	5	5	5	5	3	1	1	3	5	3
207	3	48	1	1	1	1	GB	1	4	5	2	4	2	4	2	5	4	1	4	3	4	2	2	1	1	1	1	1	5	1	4	2	4	1	4	4	4	4	1	4	2	3	2	4	1	4	4	4	2	5	2	4	2	5	5	5	5
208	3	33	1	2	1	5	NZ	1	3	2	2	4	4	1	5	1	5	3	3	4	2	3	4	5	3	4	4	2	3	2	2	2	4	3	3	4	2	3	2	4	2	4	2	5	3	4	3	4	3	3	2	3	4	4	4	4	3
209	7	20	0	1	1	5	ID	2	5	2	5	3	4	4	2	5	3	1	3	4	3	2	3	4	3	3	3	5	3	5	2	3	4	3	4	2	4	5	2	3	3	4	4	3	2	3	4	1	3	4	3	4	4	3	3	4	3
210	3	22	2	2	2	3	DK	4	1	5	2	4	1	4	2	5	2	3	5	4	4	4	2	1	2	2	2	1	5	2	5	1	5	1	4	5	5	4	4	4	3	4	2	5	2	5	4	4	4	3	5	4	3	4	3	5	4
211	13	21	2	1	1	1	TR	1	4	5	5	2	4	1	5	1	2	3	5	5	5	5	1	1	1	1	1	1	1	3	1	5	1	5	1	1	1	5	1	5	1	5	1	5	1	5	1	3	1	3	1	3	1	5	3	5	3
212	3	29	1	2	1	5	GB	1	4	4	5	2	4	1	4	2	4	4	4	5	4	2	4	2	2	4	2	4	2	4	2	4	2	4	2	2	2	5	4	5	2	5	5	5	1	4	4	4	2	4	2	4	2	2	4	2	3
213	3	43	1	1	1	1	AU	3	4	4	3	4	2	4	4	2	2	4	3	4	3	2	4	2	2	4	2	1	4	2	4	2	4	2	4	3	4	3	5	3	4	2	4	3	2	2	4	4	2	4	3	4	1	4	3	4	4
214	11	13	1	2	3	1	SG	1	4	2	3	4	2	1	5	2	5	3	3	5	1	3	4	4	5	3	5	5	4	4	2	3	1	2	5	2	4	3	2	5	1	3	3	4	3	2	5	5	1	4	1	4	3	5	5	4	5
215	4	22	2	1	1	2	IN	2	4	2	3	5	4	2	4	3	4	1	4	4	3	2	5	3	3	5	3	2	3	3	5	1	5	5	5	5	4	3	1	3	2	3	5	2	3	3	4	3	5	2	1	4	4	4	4	3	4
216	13	23	1	2	1	2	GB	4	1	3	3	4	1	5	3	5	2	3	4	5	4	3	5	3	3	5	3	1	5	4	5	2	5	1	5	5	4	5	1	5	3	3	3	5	1	3	4	2	2	5	3	2	2	2	1	5	3
217	3	24	2	1	1	1	LT	3	3	3	3	3	5	1	5	1	5	1	5	4	2	4	3	5	3	2	4	2	4	1	5	2	5	1	3	5	2	3	5	5	4	1	1	5	3	5	3	1	5	4	2	1	5	3	1	5	1
218	3	39	2	1	2	5	GB	2	3	2	3	2	1	2	3	3	4	4	3	5	3	4	4	4	4	4	4	1	4	1	5	1	5	1	3	5	3	5	2	5	2	4	1	5	3	4	4	5	1	5	2	5	1	4	4	5	5
219	3	29	1	2	1	5	AU	4	1	3	1	5	1	1	1	5	5	4	3	5	1	1	1	3	1	1	5	1	5	5	5	1	5	1	3	5	4	4	5	5	2	1	2	5	2	3	2	5	3	5	1	5	1	4	5	5	5
220	3	39	1	1	1	1	IE	2	1	4	4	5	1	3	4	5	2	4	3	5	1	2	2	3	2	1	2	1	4	3	5	1	4	1	4	4	4	3	1	4	2	4	1	5	1	2	4	3	1	5	5	4	1	4	4	5	2
221	11	26	2	2	1	1	US	2	4	2	4	2	4	2	2	3	3	4	2	4	4	4	4	4	3	4	4	2	2	4	4	4	4	4	2	4	3	2	2	4	2	3	3	2	2	2	4	4	4	2	4	2	4	2	2	4	2
222	13	17	1	2	1	1	GB	4	1	3	1	4	1	5	1	5	1	5	2	5	1	5	5	5	5	5	5	1	5	4	4	1	4	1	5	5	4	3	5	5	5	1	5	1	3	1	3	5	3	5	3	5	1	5	4	4	5
223	3	18	1	2	1	1	AU	5	1	5	3	5	2	5	3	4	1	4	3	5	1	3	4	4	4	2	5	1	5	2	5	1	3	1	4	4	4	3	3	4	3	2	2	4	3	3	3	5	1	3	1	3	2	4	5	4	3
224	5	17	2	2	1	5	IL	3	4	4	2	4	2	2	2	5	2	3	5	3	2	4	3	3	1	3	2	4	4	4	2	4	4	2	3	4	4	5	5	2	2	3	4	3	2	1	3	4	3	4	2	5	1	4	3	2	5
225	1	26	2	2	1	1	IN	5	1	5	1	5	1	4	5	1	4	1	5	3	1	4	5	1	3	5	1	4	5	3	3	1	5	1	5	4	3	5	1	5	1	3	5	1	3	4	3	5	1	3	3	4	1	5	5	2	3
226	3	17	1	1	2	1	GB	2	4	3	4	2	3	2	4	4	4	4	4	5	3	3	3	4	4	3	3	2	5	2	5	2	4	2	3	5	3	3	3	4	3	1	1	4	5	3	3	3	3	5	2	3	1	2	2	5	5
227	3	16	1	2	1	2	GB	4	3	2	3	2	3	2	3	3	2	3	1	5	2	2	5	3	4	3	2	5	3	1	2	2	5	3	3	4	2	5	1	4	2	5	4	3	5	4	2	3	2	3	2	2	4	3	3	3	2
228	3	17	1	2	1	1	GB	2	2	4	4	3	2	4	4	4	5	5	2	5	2	2	3	2	2	4	4	1	4	4	5	1	4	1	5	5	4	5	4	4	2	2	4	3	2	4	4	5	2	5	2	4	1	4	4	5	3
229	3	35	2	1	1	1	PL	3	3	5	2	3	1	4	3	5	2	1	4	1	4	2	4	1	2	4	2	2	4	3	2	5	1	4	3	4	3	4	4	2	5	3	5	4	3	2	4	5	1	4	1	5	1	5	5	3	5
230	1	39	1	2	1	1	DE	1	3	2	5	2	2	1	5	2	4	4	3	4	2	4	3	4	3	3	4	1	4	2	4	2	4	4	4	4	4	4	5	4	4	3	4	3	4	4	3	4	2	2	2	3	4	4	4	4	3
231	3	18	1	2	1	5	GB	2	4	2	4	2	2	2	4	1	4	3	3	4	2	2	3	3	4	3	4	4	3	4	3	2	3	3	3	3	3	2	4	4	4	2	4	2	2	3	2	4	1	5	2	3	2	3	4	4	4
232	11	29	1	2	1	5	MY	2	4	2	4	2	4	2	4	2	4	3	4	3	2	3	4	4	4	2	4	3	3	2	4	2	4	2	4	3	3	4	2	2	2	2	4	4	2	4	3	4	2	2	2	4	2	4	2	4	3
233	11	15	2	2	1	1	ID	1	4	1	3	3	3	1	4	1	5	5	1	3	1	5	5	5	5	5	5	4	1	3	4	4	2	5	3	3	4	2	3	3	4	4	4	2	3	1	5	3	3	5	1	4	1	5	4	5	5
234	13	15	2	1	1	1	IN	1	3	1	5	1	5	1	5	5	5	5	1	5	1	5	5	5	5	5	1	5	2	1	5	1	5	5	1	5	1	1	1	5	1	2	5	5	5	1	1	5	1	5	5	5	1	5	1	5	5
235	4	16	2	1	1	1	AE	1	2	4	4	5	4	1	4	5	5	5	1	5	5	4	5	5	5	5	5	5	5	4	5	2	5	1	5	5	5	4	4	5	4	4	5	5	5	4	5	1	1	3	5	1	5	5	1	4	2
236	3	20	2	2	1	1	LT	3	1	4	3	3	1	4	3	3	5	3	4	5	3	2	3	4	1	3	2	1	5	1	5	1	5	1	5	5	5	2	4	5	3	3	4	1	3	2	4	4	1	5	1	4	1	5	4	5	5
237	4	19	2	1	1	1	PK	1	4	1	5	1	5	1	4	1	5	1	1	2	5	5	4	5	4	4	2	4	1	4	1	5	1	5	1	1	1	1	5	3	5	1	5	1	5	1	2	3	1	1	5	1	1	4	1	1	4
